player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Rawle Alkins,https://www.basketball-reference.com/players/a/alkinra01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",Arizona,"Word of God Academy in Raleigh, North Carolina",,"December 17, 2018",10,3.7,2.6,1.3,33.3,,66.7,37.2
Bill Allen,https://www.basketball-reference.com/players/a/allenbi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,,New Mexico State,"Manual Arts in Los Angeles, California",,,38,7.9,7.1,0.6,42.9,,58.6,43.2
Bob Allen,https://www.basketball-reference.com/players/a/allenbo01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Marshall,,"San Francisco Warriors, 6th round (7th pick, 71st overall), 1968 NBA Draft","October 29, 1968",27,1.8,2.1,0.4,32.6,,55.6,
Grayson Allen,https://www.basketball-reference.com/players/a/allengr01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Jacksonville, Florida
us",Duke,"Providence School in Jacksonville, Florida","Utah Jazz, 1st round (21st pick, 21st overall), 2018 NBA Draft","October 22, 2018",362,10.5,3.0,2.0,44.8,,86.3,58.2
Jarrett Allen,https://www.basketball-reference.com/players/a/allenja01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"San Diego, California
us",Texas,"St. Stephen's Episcopal School in Austin, Texas","Brooklyn Nets, 1st round (22nd pick, 22nd overall), 2017 NBA Draft","October 20, 2017",516,12.7,9.2,1.6,63.3,,71.2,63.6
Jerome Allen,https://www.basketball-reference.com/players/a/allenje01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Penn,"The Episcopal Academy in Newtown Square, Pennsylvania","Minnesota Timberwolves, 2nd round (20th pick, 49th overall), 1995 NBA Draft","November 3, 1995",117,2.9,1.1,1.7,35.0,,63.0,41.1
Kadeem Allen,https://www.basketball-reference.com/players/a/allenka01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Wilm,Arizona,"New Hanover in Wilmington, North Carolina","Boston Celtics, 2nd round (23rd pick, 53rd overall), 2017 NBA Draft","December 11, 2017",47,5.5,1.5,2.3,43.5,,75.7,48.8
Lavoy Allen,https://www.basketball-reference.com/players/a/allenla01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Morrisville, Pennsylvania
us",Temple,"Pennsbury in Fairless Hills, Pennsylvania","Philadelphia 76ers, 2nd round (20th pick, 50th overall), 2011 NBA Draft","January 7, 2012",388,4.8,4.8,1.0,47.1,,68.2,47.2
Lucius Allen,https://www.basketball-reference.com/players/a/allenlu01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Kansas City, Kansas
us",UCLA,"Wyandotte in Kansas City, Kansas","Seattle SuperSonics, 1st round (3rd pick, 3rd overall), 1969 NBA Draft","October 14, 1969",702,13.4,3.1,4.5,46.3,,76.0,
Malik Allen,https://www.basketball-reference.com/players/a/allenma01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Will,Villanova,"Shawnee in Medford, New Jersey",,"November 30, 2001",478,4.9,2.8,0.5,43.9,,77.8,44.0
Randy Allen,https://www.basketball-reference.com/players/a/allenra01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Milton, Florida
us",Florida State,"Milton in Milton, Florida",,"March 9, 1989",70,3.6,2.1,0.3,44.2,,53.3,44.2
Ray Allen,https://www.basketball-reference.com/players/a/allenra02.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Merced, California
us",UConn,"Hillcrest in Dalzell, South Carolina","Minnesota Timberwolves, 1st round (5th pick, 5th overall), 1996 NBA Draft","November 1, 1996",1300,18.9,4.1,3.4,45.2,,89.4,53.0
Timmy Allen,https://www.basketball-reference.com/players/a/allenti01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Mesa, Arizona
us",,,,"April 6, 2024",5,2.6,3.4,1.0,26.1,,50.0,26.1
Tony Allen,https://www.basketball-reference.com/players/a/allento01.html,"Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",,"Crane Technical Preparatory in Chicago, Illinois","Boston Celtics, 1st round (25th pick, 25th overall), 2004 NBA Draft","November 3, 2004",820,8.1,3.5,1.3,47.5,,70.9,48.7
Willie Allen,https://www.basketball-reference.com/players/a/allenwi01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Miami (FL),"Richard Montgomery in Rockville, Maryland","Baltimore Bullets, 4th round (9th pick, 60th overall), 1971 NBA Draft",,7,1.9,2.0,0.6,30.8,,83.3,30.8
Odis Allison,https://www.basketball-reference.com/players/a/allisod01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,,UNLV,"McClymonds in Oakland, California","Golden State Warriors, 5th round (8th pick, 76th overall), 1971 NBA Draft","October 15, 1971",36,1.9,1.3,0.3,21.8,,54.1,
Lance Allred,https://www.basketball-reference.com/players/a/allrela01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Salt Lake City, Utah
us",,"East in Salt Lake City, Utah",,"March 17, 2008",3,1.0,0.3,0.0,25.0,,50.0,25.0
Darrell Allums,https://www.basketball-reference.com/players/a/allumda01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Los Angeles, California
us",UCLA,"Lynwood in Lynwood, California","Dallas Mavericks, 5th round (11th pick, 103rd overall), 1980 NBA Draft","October 11, 1980",22,2.7,3.0,1.1,34.3,,59.1,34.3
Morris Almond,https://www.basketball-reference.com/players/a/almonmo01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Dalton, Georgia
us",Rice University,"McEachern in Powder Springs, Georgia","Utah Jazz, 1st round (25th pick, 25th overall), 2007 NBA Draft","November 7, 2007",38,3.1,1.2,0.3,38.1,,74.3,41.2
Derrick Alston,https://www.basketball-reference.com/players/a/alstode01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Bronx, New York
us",Duquesne,"Hoboken in Hoboken, New Jersey","Philadelphia 76ers, 2nd round (6th pick, 33rd overall), 1994 NBA Draft","November 4, 1994",139,5.4,3.8,0.7,48.9,,48.7,49.0
Rafer Alston,https://www.basketball-reference.com/players/a/alstora01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Fresno State,"Benjamin Cardozo in Bayside, New York","Milwaukee Bucks, 2nd round (10th pick, 39th overall), 1998 NBA Draft","February 17, 2000",671,10.1,2.8,4.8,38.3,,72.9,46.1
Peter Aluma,https://www.basketball-reference.com/players/a/alumape01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Lagos, Nigeria
ng",Liberty,"Okota Grammar School in Isolo, Nigeria",,"February 5, 1999",2,1.0,1.0,0.0,50.0,,-,50.0
Jose Alvarado,https://www.basketball-reference.com/players/a/alvarjo01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",Georgia Tech,"Christ the King in Queens, New York",,"November 3, 2021",182,7.7,2.2,2.8,41.8,,74.3,50.7
John Amaechi,https://www.basketball-reference.com/players/a/amaecjo01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Boston, Massachusetts
us",,"St John's Jesuit in Toledo, Ohio",,"November 3, 1995",294,6.2,2.6,0.8,40.3,,67.1,40.3
Ashraf Amaya,https://www.basketball-reference.com/players/a/amayaas01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Oak Park, Ill",Southern Illinois,"Walther Lutheran in Melrose Park, Illinois",,"November 7, 1995",85,4.5,4.2,0.4,45.5,,63.3,45.7
Al-Farouq Aminu,https://www.basketball-reference.com/players/a/aminual01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Wake Forest,"Norcross in Norcross, Georgia","Los Angeles Clippers, 1st round (8th pick, 8th overall), 2010 NBA Draft","October 27, 2010",711,7.5,6.0,1.2,42.0,,74.6,47.8
Lou Amundson,https://www.basketball-reference.com/players/a/amundlo01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Ventura, California
us",UNLV,"Monarch in Louisville, Colorado",,"February 24, 2007",428,3.7,3.6,0.4,47.4,,44.4,47.4
Bob Anderegg,https://www.basketball-reference.com/players/a/anderbo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Monroe, Wiscons",Michigan State,"Monroe in Monroe, Wisconsin","New York Knicks, 3rd round (6th pick, 22nd overall), 1959 NBA Draft","October 31, 1959",33,4.0,2.1,0.9,38.5,,54.8,
Chris Andersen,https://www.basketball-reference.com/players/a/anderch01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Long Beach, California
us",Blinn College,"Iola in Iola, Texas",,"November 23, 2001",695,5.4,5.0,0.5,53.2,,65.4,53.5
David Andersen,https://www.basketball-reference.com/players/a/anderda03.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Melbourne, Australia
au",,,"Atlanta Hawks, 2nd round (8th pick, 37th overall), 2002 NBA Draft","October 27, 2009",103,4.9,2.8,0.6,44.0,,67.4,47.8
Alan Anderson,https://www.basketball-reference.com/players/a/anderal01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,M,Michigan State,"DeLaSalle in Minneapolis, Minnesota",,"November 12, 2005",330,7.3,2.2,1.1,40.5,,81.6,48.4
Andy Anderson,https://www.basketball-reference.com/players/a/anderan01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Buffalo, New York
us",Canisius,"Maryvale in Cheektowaga, New York","Boston Celtics, 8th round (9th pick, 88th overall), 1967 NBA Draft",,194,10.7,2.7,1.7,41.0,,75.5,41.3
Antonio Anderson,https://www.basketball-reference.com/players/a/anderan02.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Lynn, Massachusetts
us",Memphis,"Laurinburg Institute in Laurinburg, North Carolina",,"March 3, 2010",1,2.0,1.0,0.0,33.3,,-,33.3
Cliff Anderson,https://www.basketball-reference.com/players/a/andercl01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,,Saint Joseph's,"Thomas Edison in Philadelphia, Pennsylvania","Los Angeles Lakers, 4th round (4th pick, 35th overall), 1967 NBA Draft","October 17, 1967 ▪ ABA Debut: November 18, 1969",84,3.0,1.3,0.9,35.4,,58.5,35.4
Dan Anderson,https://www.basketball-reference.com/players/a/anderda01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,M,Augsburg College,"Portland in Portland, North Dakota","Philadelphia 76ers, 12th round (3rd pick, 92nd overall), 1965 NBA Draft",,140,12.2,9.4,1.1,48.1,,72.7,48.1
Dan Anderson,https://www.basketball-reference.com/players/a/anderda02.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,,USC,"North Torrance in Torrance, California","Portland Trail Blazers, 6th round (2nd pick, 92nd overall), 1974 NBA Draft","October 27, 1974",95,3.7,1.0,1.7,47.2,,84.6,
Derek Anderson,https://www.basketball-reference.com/players/a/anderde01.html,"Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Louisville, Kentucky
us",,"Doss in Louisville, Kentucky","Cleveland Cavaliers, 1st round (13th pick, 13th overall), 1997 NBA Draft","October 31, 1997",615,12.0,3.2,3.4,40.8,,85.3,46.3
Dwight Anderson,https://www.basketball-reference.com/players/a/anderdw01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Dayton, Ohio
us",,"Roth in Dayton, Ohio","Washington Bullets, 2nd round (18th pick, 41st overall), 1982 NBA Draft","December 30, 1982",5,4.2,0.4,0.6,50.0,,70.0,50.0
Eric Anderson,https://www.basketball-reference.com/players/a/anderer01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Indiana,"St. Francis de Sales in Chicago, Illinois",,"November 16, 1992",27,1.6,1.1,0.2,34.3,,59.3,37.1
Greg Anderson,https://www.basketball-reference.com/players/a/andergr01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Houston, Texas
us",Houston,"Evan E. Worthing in Houston, Texas","San Antonio Spurs, 1st round (23rd pick, 23rd overall), 1987 NBA Draft","November 6, 1987",680,7.3,6.2,0.6,49.2,,55.7,49.2
J.J. Anderson,https://www.basketball-reference.com/players/a/anderjj01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Bradley,"Metro in Chicago, Illinois","Philadelphia 76ers, 2nd round (13th pick, 36th overall), 1982 NBA Draft","October 29, 1982",157,4.8,2.8,0.7,46.5,,55.8,46.5
James Anderson,https://www.basketball-reference.com/players/a/anderja01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"El Dorado, Arkansas
us",Oklahoma State,"Junction City in Junction City, Arkansas","San Antonio Spurs, 1st round (20th pick, 20th overall), 2010 NBA Draft","October 27, 2010",247,5.8,2.3,1.2,41.1,,75.5,48.8
Jerome Anderson,https://www.basketball-reference.com/players/a/anderje01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Mullens, West Virg",West Virginia,"Mullens in Mullens, West Virginia","Boston Celtics, 3rd round (17th pick, 53rd overall), 1975 NBA Draft","December 12, 1975",49,2.6,0.5,0.3,49.0,,69.4,
Justin Anderson,https://www.basketball-reference.com/players/a/anderju01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Montross, Virg",Virginia,"Montrose Christian School in Rockville, Maryland","Dallas Mavericks, 1st round (21st pick, 21st overall), 2015 NBA Draft","October 28, 2015",242,5.3,2.6,0.8,41.0,,77.5,48.2
Kenny Anderson,https://www.basketball-reference.com/players/a/anderke01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Queens, New York
us",Georgia Tech,"Archbishop Molloy in Queens, New York","New Jersey Nets, 1st round (2nd pick, 2nd overall), 1991 NBA Draft","November 9, 1991",858,12.6,3.1,6.1,42.1,,79.0,44.9
Kim Anderson,https://www.basketball-reference.com/players/a/anderki01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Sedalia, Missouri
us",Missouri,"Smith-Cotton in Sedali, Missouri","Portland Trail Blazers, 2nd round (6th pick, 28th overall), 1977 NBA Draft, and Milwaukee Bucks, 7th round (15th pick, 146th overall), 1978 NBA Draft","October 15, 1978",21,3.0,2.1,0.7,31.2,,53.6,
Kyle Anderson,https://www.basketball-reference.com/players/a/anderky01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",UCLA,"St. Anthony in Jersey City, New Jersey","San Antonio Spurs, 1st round (30th pick, 30th overall), 2014 NBA Draft","November 6, 2014",678,6.8,4.3,2.8,47.7,,71.3,51.3
Michael Anderson,https://www.basketball-reference.com/players/a/andermi01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Drexel,"George Washington Carver High School of Engineering and Science in Philadelphia, Pennsylvania","Indiana Pacers, 3rd round (23rd pick, 73rd overall), 1988 NBA Draft","January 27, 1989",36,5.7,2.5,4.3,41.7,,69.5,42.0
Nick Anderson,https://www.basketball-reference.com/players/a/anderni01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Illinois,"Simeon in Chicago, Illinois","Orlando Magic, 1st round (11th pick, 11th overall), 1989 NBA Draft","November 4, 1989",800,14.4,5.1,2.6,44.6,,66.7,50.0
Richard Anderson,https://www.basketball-reference.com/players/a/anderri01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"San Pedro, California
us",UC Santa Barbara,"Rancho Alamitos in Garden Grove, California","San Diego Clippers, 2nd round (9th pick, 32nd overall), 1982 NBA Draft","October 29, 1982",407,5.6,3.5,1.5,41.2,,76.2,44.6
Ron Anderson,https://www.basketball-reference.com/players/a/anderro01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Fresno State,"Bowen in Chicago, Illinois - attended but did not play","Cleveland Cavaliers, 2nd round (3rd pick, 27th overall), 1984 NBA Draft","October 26, 1984",664,10.6,3.5,1.4,47.1,,81.4,47.9
Ryan Anderson,https://www.basketball-reference.com/players/a/anderry01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Sacramento, California
us",California,"Oak Ridge in El Dorado Hills, California","New Jersey Nets, 1st round (21st pick, 21st overall), 2008 NBA Draft","October 29, 2008",649,12.3,5.3,0.9,42.2,,85.4,52.3
Shandon Anderson,https://www.basketball-reference.com/players/a/andersh01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Georgia,"Crim in Atlanta, Georgia","Utah Jazz, 2nd round (25th pick, 54th overall), 1996 NBA Draft","November 1, 1996",719,7.4,3.1,1.4,45.7,,73.9,49.2
Willie Anderson,https://www.basketball-reference.com/players/a/anderwi01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Greenville, South Carol",Georgia,"East Atlanta in Atlanta, Georgia","San Antonio Spurs, 1st round (10th pick, 10th overall), 1988 NBA Draft","November 5, 1988",555,12.2,3.8,3.8,47.1,,78.6,47.9
Wally Anderzunas,https://www.basketball-reference.com/players/a/anderwa01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Creighton,"Creighton Preparatory School in Omaha, Nebraska","Detroit Pistons, 6th round (6th pick, 70th overall), 1968 NBA Draft, and Atlanta Hawks, 2nd round (10th pick, 25th overall), 1969 NBA Draft","October 22, 1969",44,3.6,1.9,0.2,39.2,,63.0,
Martynas AndriuÅ¡keviÄius,https://www.basketball-reference.com/players/a/andrima01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Kaunas, Lithuania
lt",,,"Orlando Magic, 2nd round (14th pick, 44th overall), 2005 NBA Draft","January 5, 2006",6,0.0,0.7,0.0,0.0,,-,0.0
Don Anielak,https://www.basketball-reference.com/players/a/anieldo01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"St. Louis, Missouri
us",Missouri State,"Bland in Bland, Missouri","New York Knicks, 3rd round (8th pick, 26th overall), 1954 NBA Draft","November 6, 1954",1,3.0,2.0,0.0,0.0,,75.0,
Ike Anigbogu,https://www.basketball-reference.com/players/a/anigbik01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"San Diego, California
us",UCLA,"Centennial in Corona, California","Indiana Pacers, 2nd round (17th pick, 47th overall), 2017 NBA Draft","October 20, 2017",14,0.9,0.9,0.1,33.3,,83.3,33.3
Michael Ansley,https://www.basketball-reference.com/players/a/anslemi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Birm,Alabama,"Jackson-Olin in Birmingham, Alabama","Orlando Magic, 2nd round (10th pick, 37th overall), 1989 NBA Draft","November 6, 1989",149,6.9,4.2,0.4,51.3,,72.2,51.3
